Location,Line,Mast type,Loc / Load Type,FY19-20,FY20-21,FY21-22,FY22-23,,,,,,,,,,
16/21,PHLG YARD Line-1,PORTAL,SC,,01-08-2020,07-08-2022,,,,,,,,,,,
16/23,PHLG YARD Line-1,PORTAL,TC,,07-06-2020,02-03-2022,,,,,,,,,,,
17-Jan,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17-Mar,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,24-01-2022,,,,,,,,,,,
17-May,PHLG YARD Line-1,PORTAL,DC,,07-06-2020,02-03-2022,,,,,,,,,,,
17-Jul,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17-Sep,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17-Nov,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/13,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/15,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/17,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/19,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/21,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/23,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/25,PHLG YARD Line-1,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/27,PHLG YARD Line-1,PORTAL,SC,31-12-2019,07-06-2020,,overdue,,,,,,,,,,
16/15B,NEW EAST Line,B-200,SC,31-12-2019,,,overdue,,,,,,,,,,
16/19,PHLG YARD Line-2,PORTAL,DC,,09-11-2020,,overdue,,,,,,,,,,
16/21,PHLG YARD Line-2,PORTAL,DC,,09-11-2020,,overdue,,,,,,,,,,
16/23,PHLG YARD Line-2,PORTAL,SC,,09-11-2020,,,,,,,,,,,,
17-Jan,PHLG YARD Line-2,PORTAL,DC,31-12-2019,09-11-2020,,overdue,,,,,,,,,,
17-Mar,PHLG YARD Line-2,PORTAL,DC,31-12-2019,09-11-2020,,overdue,,,,,,,,,,
17-May,PHLG YARD Line-2,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17-Jul,PHLG YARD Line-2,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17-Sep,PHLG YARD Line-2,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17-Nov,PHLG YARD Line-2,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/13,PHLG YARD Line-2,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/15,PHLG YARD Line-2,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/17,PHLG YARD Line-2,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/19,PHLG YARD Line-2,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/21,PHLG YARD Line-2,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/23,PHLG YARD Line-2,PORTAL,SC,,07-06-2020,,overdue,,,,,,,,,,
17/25,PHLG YARD Line-2,PORTAL,SC,31-12-2019,30-07-2020,,,,,,,,,,,,
17/27,PHLG YARD Line-2,PORTAL,SC,31-12-2019,30-07-2020,,,,,,,,,,,,
16/18,PHLG YARD Line-3,PORTAL,SC,,,03-07-2021,,,,,,,,,,,
16/20,PHLG YARD Line-3,PORTAL,SC,,,03-07-2021,,,,,,,,,,,
16/22,PHLG YARD Line-3,PORTAL,SC,30-12-2019,,03-07-2021,,,,,,,,,,,
16/24,PHLG YARD Line-3,PORTAL,DC,30-12-2019,09-11-2020,,08-08-2022,,,,,,,,,,
17-Feb,PHLG YARD Line-3,PORTAL,SC,30-12-2019,,29-01-2022,,,,,,,,,,,
17-Apr,PHLG YARD Line-3,PORTAL,SC,30-12-2019,,29-01-2022,,,,,,,,,,,
17-Jun,PHLG YARD Line-3,PORTAL,SC,29-12-2019,,29-01-2022,,,,,,,,,,,
17-Aug,PHLG YARD Line-3,PORTAL,SC,29-12-2019,,29-01-2022,,,,,,,,,,,
17-Oct,PHLG YARD Line-3,PORTAL,SC,29-12-2019,,29-01-2022,,,,,,,,,,,
17-Dec,PHLG YARD Line-3,PORTAL,SC,29-12-2019,,29-01-2022,,,,,,,,,,,
17/14,PHLG YARD Line-3,PORTAL,SC,29-12-2019,,29-01-2022,,,,,,,,,,,
17/16,PHLG YARD Line-3,PORTAL,SC,29-12-2019,,29-01-2022,,,,,,,,,,,
17/18,PHLG YARD Line-3,PORTAL,SC,29-12-2019,,29-01-2022,,,,,,,,,,,
17/20,PHLG YARD Line-3,PORTAL,DC,30-12-2019,30-07-2020,29-01-2022,,,,,,,,,,,
17/22,PHLG YARD Line-3,PORTAL,DC,29-12-2019,30-07-2020,29-01-2022,,,,,,,,,,,
17/24,PHLG YARD Line-3,PORTAL,DC,18-11-2019,30-07-2020,29-01-2022,,,,,,,,,,,
17/26,PHLG YARD Line-3,PORTAL,TC,18-11-2019,30-07-2020,,05-05-2022,,,,,,,,,,
17/28,PHLG YARD Line-3,PORTAL,TC,29-12-2019,30-07-2020,,05-05-2022,,,,,,,,,,
PHJG/2001,PHLG YARD Line-4,B-150,SC,,01-08-2020,03-07-2021,,,,,,,,,,,
16/20,PHLG YARD Line-4,PORTAL,SC,30-12-2019,,29-01-2022,,,,,,,,,,,
16/22,PHLG YARD Line-4,PORTAL,SC,30-12-2019,,29-01-2022,,,,,,,,,,,
PHLG/2003,PHLG YARD Line-4,B-150,SC,30-12-2019,,29-01-2022,,,,,,,,,,,
PHLG/2004,PHLG YARD Line-4,B-150,SC,30-12-2019,,29-01-2022,,,,,,,,,,,
PHLG/2005,PHLG YARD Line-4,B-150,SC,30-12-2019,,01-02-2022,,,,,,,,,,,
PHLG/2006,PHLG YARD Line-4,B-150,SC,30-12-2019,,01-02-2022,,,,,,,,,,,
PHLG/2007,PHLG YARD Line-4,B-150,SC,30-12-2019,,01-02-2022,,,,,,,,,,,
PHLG/2008,PHLG YARD Line-4,B-200,SC,30-12-2019,,01-02-2022,,,,,,,,,,,
PHLG/2009,PHLG YARD Line-4,B-175,SC,30-12-2019,,01-02-2022,,,,,,,,,,,
PHLG/2010,PHLG YARD Line-4,B-150,SC,,,01-02-2022,,,,,,,,,,,
PHLG/2011,PHLG YARD Line-4,B-150,SC,,,01-02-2022,,,,,,,,,,,
PHLG/2012,PHLG YARD Line-4,B-150,SC,,,01-02-2022,,,,,,,,,,,
PHLG/2013,PHLG YARD Line-4,B-150,SC,,,01-02-2022,,,,,,,,,,,
PHLG/2014,PHLG YARD Line-4,B-150,SC,29-12-2019,,01-02-2022,,,,,,,,,,,
17/20,PHLG YARD Line-4,PORTAL,SC,29-12-2019,,01-02-2022,,,,,,,,,,,
17/22,PHLG YARD Line-4,PORTAL,SC,29-12-2019,30-07-2020,01-02-2022,,,,,,,,,,,
17/24,PHLG YARD Line-4,PORTAL,SC,18-11-2019,30-07-2020,,,,,,,,,,,,
17/29,PHLG-SEE S- Line,B-200,DC,27-11-2019,,28-02-2022,07-08-2022,,,,,,,,,,
17/30A,PHLG-SEE S- Line,TTC,SC,27-11-2019,11-09-2020,15-01-2022,,,,,,,,,,,
17/31,PHLG-SEE S- Line,B-200,TC,27-11-2019,09-09-2020,15-01-2022,,,,,,,,,,,
17/31A,PHLG-SEE S- Line,B-150,SC,27-11-2019,30-07-2020,28-02-2022,,,,,,,,,,,
17/33,PHLG-SEE S- Line,B-200,TC,31-12-2019,09-09-2020,15-01-2022,,,,,,,,,,,
17/35,PHLG-SEE S- Line,TTC,SC,31-12-2019,09-09-2020,15-01-2022,,,,,,,,,,,
17/35A,PHLG-SEE S- Line,TTC,SC,31-12-2019,,15-01-2022,,,,,,,,,,,
17/37,PHLG-SEE S- Line,B-200,SC,31-12-2019,,28-02-2022,,,,,,,,,,,
18-Jan,PHLG-SEE S- Line,B-200,DC,27-11-2019,30-06-2020,29-01-2022,,,,,,,,,,,
18-Feb,PHLG-SEE S- Line,B-175,DC,,30-06-2020,,overdue,,,,,,,,,,
18-Mar,PHLG-SEE S- Line,B-175,SC,28-12-2019,,01-02-2022,,,,,,,,,,,
18-Apr,PHLG-SEE S- Line,B-150,SC,28-12-2019,,01-02-2022,,,,,,,,,,,
18-May,PHLG-SEE S- Line,B-150,SC,28-12-2019,,01-02-2022,,,,,,,,,,,
18-Jun,PHLG-SEE S- Line,B-150,SC,28-12-2019,,01-02-2022,,,,,,,,,,,
18-Jul,PHLG-SEE S- Line,B-150,SC,28-12-2019,,01-02-2022,,,,,,,,,,,
18-Aug,PHLG-SEE S- Line,B-150,SC,28-12-2019,,01-02-2022,,,,,,,,,,,
18-Sep,PHLG-SEE S- Line,B-150,SC,28-12-2019,,01-02-2022,,,,,,,,,,,
18-Oct,PHLG-SEE S- Line,B-150,SC,28-12-2019,,01-02-2022,,,,,,,,,,,
18-Nov,PHLG-SEE S- Line,B-150,SC,,30-06-2020,,overdue,,,,,,,,,,
18-Dec,PHLG-SEE S- Line,B-150,SC,,30-06-2020,,overdue,,,,,,,,,,
18/13,PHLG-SEE S- Line,B-150,SC,,30-06-2020,,overdue,,,,,,,,,,
18/14,PHLG-SEE S- Line,B-175,SC,28-12-2019,,,overdue,,,,,,,,,,
18/15,PHLG-SEE S- Line,B-200,SC,28-12-2019,,,overdue,,,,,,,,,,
18/16,PHLG-SEE S- Line,B-175,SC,28-12-2019,,,overdue,,,,,,,,,,
18/17,PHLG-SEE S- Line,B-150,SC,28-12-2019,,,overdue,,,,,,,,,,
18/18,PHLG-SEE S- Line,B-150,SC,28-12-2019,,,overdue,,,,,,,,,,
18/19,PHLG-SEE S- Line,B-150,SC,28-12-2019,,,overdue,,,,,,,,,,
18/20,PHLG-SEE S- Line,B-150,SC,28-12-2019,,,overdue,,,,,,,,,,
18/21,PHLG-SEE S- Line,B-150,SC,28-12-2019,,,overdue,,,,,,,,,,
18/22,PHLG-SEE S- Line,B-150,SC,28-12-2019,,,overdue,,,,,,,,,,
18/23,PHLG-SEE S- Line,B-150,SC,28-12-2019,,,overdue,,,,,,,,,,
18/24,PHLG-SEE S- Line,B-150,SC,28-12-2019,,,overdue,,,,,,,,,,
18/25,PHLG-SEE S- Line,B-150,SC,28-12-2019,,,overdue,,,,,,,,,,
19-Jan,PHLG-SEE S- Line,B-150,SC,,30-06-2020,,overdue,,,,,,,,,,
19-Feb,PHLG-SEE S- Line,B-175,SC,,30-06-2020,,overdue,,,,,,,,,,
19-Mar,PHLG-SEE S- Line,B-175,DC,,30-06-2020,,overdue,,,,,,,,,,
19-Apr,PHLG-SEE S- Line,B-175,DC,,30-06-2020,,overdue,,,,,,,,,,
19-May,PHLG-SEE S- Line,B-200,SC,,30-06-2020,,overdue,,,,,,,,,,
19-Jun,PHLG-SEE S- Line,B-150,SC,,30-06-2020,,overdue,,,,,,,,,,
19-Jul,PHLG-SEE S- Line,B-150,SC,,30-06-2020,,overdue,,,,,,,,,,
19-Aug,PHLG-SEE S- Line,B-150,SC,,30-06-2020,,overdue,,,,,,,,,,
19-Sep,PHLG-SEE S- Line,B-150,SC,,30-06-2020,,overdue,,,,,,,,,,
19-Oct,PHLG-SEE S- Line,B-150,SC,,30-06-2020,,overdue,,,,,,,,,,
19-Nov,PHLG-SEE S- Line,B-150,SC,,30-06-2020,,overdue,,,,,,,,,,
19-Dec,PHLG-SEE S- Line,B-150,SC,,30-06-2020,,overdue,,,,,,,,,,
19/13,PHLG-SEE S- Line,B-175,SC,,30-06-2020,,overdue,,,,,,,,,,
19/14,PHLG-SEE S- Line,B-175,SC,,30-06-2020,,overdue,,,,,,,,,,
19/15,PHLG-SEE S- Line,B-175,SC,,30-06-2020,,overdue,,,,,,,,,,
19/16,PHLG-SEE S- Line,B-175,SC,,30-04-2020,,overdue,,,,,,,,,,
19/17,PHLG-SEE S- Line,B-175,SC,,30-04-2020,,overdue,,,,,,,,,,
19/18,PHLG-SEE S- Line,B-175,SC,,30-04-2020,,overdue,,,,,,,,,,
19/19,PHLG-SEE S- Line,B-175,SC,,30-04-2020,,overdue,,,,,,,,,,
20-Jan,PHLG-SEE S- Line,B-175,SC,,07-06-2020,,overdue,,,,,,,,,,
20-Feb,PHLG-SEE S- Line,B-175,SC,,07-06-2020,,overdue,,,,,,,,,,
20-Mar,PHLG-SEE S- Line,B-175,SC,,07-06-2020,,overdue,,,,,,,,,,
20-Apr,PHLG-SEE S- Line,B-175,SC,,,,overdue,,,,,,,,,,
20-May,PHLG-SEE S- Line,B-200,SC,,03-08-2020,,overdue,,,,,,,,,,
20-Jun,PHLG-SEE S- Line,B-175,DC,,03-08-2020,16-12-2021,,,,,,,,,,,
20-Jul,PHLG-SEE S- Line,B-175,DC,,03-08-2020,16-12-2021,,,,,,,,,,,
20-Aug,PHLG-SEE S- Line,B-200,SC,,14-07-2020,,overdue,,,,,,,,,,
20-Sep,PHLG-SEE S- Line,B-150,SC,,14-07-2020,,overdue,,,,,,,,,,
20-Oct,PHLG-SEE S- Line,B-150,SC,,14-07-2020,,overdue,,,,,,,,,,
20-Nov,PHLG-SEE S- Line,B-150,SC,,14-07-2020,,overdue,,,,,,,,,,
18/C,PHLG-PMU S- Line,B-175,DC,18-11-2019,11-09-2020,,overdue,,,,,,,,,,
18/C-1,PHLG-PMU S- Line,B-200,SC,18-11-2019,,29-01-2022,,,,,,,,,,,
18/C-2,PHLG-PMU S- Line,B-175,SC,18-11-2019,,29-01-2022,,,,,,,,,,,
18/C-3,PHLG-PMU S- Line,B-200,SC,29-12-2019,,29-01-2022,,,,,,,,,,,
18/C-4,PHLG-PMU S- Line,B-200,DC,29-12-2019,11-09-2020,29-01-2022,,,,,,,,,,,
18/C-5,PHLG-PMU S- Line,B-175,DC,29-12-2019,11-09-2020,,overdue,,,,,,,,,,
18/C-6,PHLG-PMU S- Line,B-175,DC,29-12-2019,11-09-2020,,overdue,,,,,,,,,,
18/C-7,PHLG-PMU S- Line,B-200,SC,29-12-2019,,,04-05-2022,,,,,,,,,,
18/C-8,PHLG-PMU S- Line,B-150,SC,,12-05-2020,,04-05-2022,,,,,,,,,,
18/C-9,PHLG-PMU S- Line,B-150,SC,,12-05-2020,,04-05-2022,,,,,,,,,,
18/C-10,PHLG-PMU S- Line,B-150,SC,,12-05-2020,,04-05-2022,,,,,,,,,,
18/C-11,PHLG-PMU S- Line,B-150,SC,,12-05-2020,,04-05-2022,,,,,,,,,,
18/C-12,PHLG-PMU S- Line,B-150,SC,,12-05-2020,,04-05-2022,,,,,,,,,,
18/C-13,PHLG-PMU S- Line,B-150,SC,,12-05-2020,,04-05-2022,,,,,,,,,,
18/C-14,PHLG-PMU S- Line,B-150,SC,,12-05-2020,,04-05-2022,,,,,,,,,,
18/C-15,PHLG-PMU S- Line,B-150,SC,,12-05-2020,27-07-2021,,,,,,,,,,,
18/C-16,PHLG-PMU S- Line,B-150,SC,,12-05-2020,27-07-2021,,,,,,,,,,,
18/C-17,PHLG-PMU S- Line,B-150,SC,,12-05-2020,27-07-2021,,,,,,,,,,,
18/C-18,PHLG-PMU S- Line,B-150,SC,,18-05-2020,27-07-2021,,,,,,,,,,,
18/C-19,PHLG-PMU S- Line,B-150,SC,,18-05-2020,27-07-2021,,,,,,,,,,,
18/C-20,PHLG-PMU S- Line,B-150,SC,,18-05-2020,27-07-2021,,,,,,,,,,,
18/C-21,PHLG-PMU S- Line,B-150,SC,,18-05-2020,27-07-2021,,,,,,,,,,,
18/C-22,PHLG-PMU S- Line,B-150,SC,,18-05-2020,27-07-2021,,,,,,,,,,,
18/C-23,PHLG-PMU S- Line,B-175,SC,,18-05-2020,27-07-2021,,,,,,,,,,,
18/C-24,PHLG-PMU S- Line,B-200,SC,,18-05-2020,27-07-2021,,,,,,,,,,,
18/C-25,PHLG-PMU S- Line,B-175,SC,,18-05-2020,,overdue,,,,,,,,,,
18/C-26,PHLG-PMU S- Line,B-150,SC,,18-05-2020,,overdue,,,,,,,,,,
18/C-27,PHLG-PMU S- Line,B-150,SC,,18-05-2020,,overdue,,,,,,,,,,
19/C-1,PHLG-PMU S- Line,B-150,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
19/C-2,PHLG-PMU S- Line,B-150,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
19/C-3,PHLG-PMU S- Line,B-150,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
19/C-4,PHLG-PMU S- Line,B-150,SC,24-04-2019,,03-08-2021,,,,,,,,,,,
19/C-5,PHLG-PMU S- Line,B-150,SC,24-04-2019,,03-08-2021,,,,,,,,,,,
19/C-6,PHLG-PMU S- Line,B-150,SC,24-04-2019,,03-08-2021,,,,,,,,,,,
19/C-7,PHLG-PMU S- Line,B-150,SC,24-04-2019,,03-08-2021,,,,,,,,,,,
19/C-8,PHLG-PMU S- Line,B-200,SC,24-04-2019,,03-08-2021,,,,,,,,,,,
19/C-9,PHLG-PMU S- Line,B-175,DC,24-04-2019,18-05-2020,03-08-2021,overdue,,,,,,,,,,
19/C-10,PHLG-PMU S- Line,B-175,DC,24-04-2019,18-05-2020,03-08-2021,overdue,,,,,,,,,,
19/C-11,PHLG-PMU S- Line,B-175,DC,24-04-2019,18-05-2020,03-08-2021,overdue,,,,,,,,,,
19/C-12,PHLG-PMU S- Line,B-200,SC,24-04-2019,,03-08-2021,,,,,,,,,,,
19/C-13,PHLG-PMU S- Line,B-150,SC,24-04-2019,,03-08-2021,,,,,,,,,,,
19/C-14,PHLG-PMU S- Line,B-150,SC,24-04-2019,,03-08-2021,,,,,,,,,,,
19/C-15,PHLG-PMU S- Line,B-150,SC,24-04-2019,,03-08-2021,,,,,,,,,,,
19/C-16,PHLG-PMU S- Line,B-150,SC,24-04-2019,,03-08-2021,,,,,,,,,,,
19/C-17,PHLG-PMU S- Line,B-150,SC,24-04-2019,,03-08-2021,,,,,,,,,,,
19/C-18,PHLG-PMU S- Line,B-150,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
19/C-19,PHLG-PMU S- Line,B-150,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
19/C-20,PHLG-PMU S- Line,B-175,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
19/C-21,PHLG-PMU S- Line,B-175,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
19/C-22,PHLG-PMU S- Line,B-200,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
20/C-1,PHLG-PMU S- Line,B-175,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
20/C-2,PHLG-PMU S- Line,B-150,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
20/C-3,PHLG-PMU S- Line,B-150,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
20/C-4,PHLG-PMU S- Line,B-150,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
20/C-5,PHLG-PMU S- Line,B-150,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
20/C-6,PHLG-PMU S- Line,B-150,SC,24-04-2019,,18-08-2021,,,,,,,,,,,
20/C-7,PHLG-PMU S- Line,B-150,SC,23-02-2019,18-05-2020,,overdue,,,,,,,,,,
20/C-8,PHLG-PMU S- Line,B-200,SC,23-02-2019,18-05-2020,,overdue,,,,,,,,,,
20/C-9,PHLG-PMU S- Line,B-175,DC,23-02-2019,18-05-2020,18-08-2021,overdue,,,,,,,,,,
20/C-10,PHLG-PMU S- Line,B-175,DC,23-02-2019,18-05-2020,18-08-2021,overdue,,,,,,,,,,
20/C-11,PHLG-PMU S- Line,B-200,SC,23-02-2019,18-05-2020,,overdue,,,,,,,,,,
20/C-12,PHLG-PMU S- Line,B-150,SC,,18-05-2020,,overdue,,,,,,,,,,
20/C-13,PHLG-PMU S- Line,B-150,SC,,18-05-2020,,overdue,,,,,,,,,,
20/C-14,PHLG-PMU S- Line,B-150,SC,,18-05-2020,,overdue,,,,,,,,,,
20/C-15,PHLG-PMU S- Line,B-150,SC,,18-05-2020,,overdue,,,,,,,,,,
20/C-16,PHLG-PMU S- Line,B-150,SC,02-03-2020,,,overdue,,,,,,,,,,
21/C-1,PHLG-PMU S- Line,B-150,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-2,PHLG-PMU S- Line,TTC,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-3,PHLG-PMU S- Line,B-175,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-4,PHLG-PMU S- Line,B-150,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-5,PHLG-PMU S- Line,B-175,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-6,PHLG-PMU S- Line,B-150,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-7,PHLG-PMU S- Line,B-150,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-8,PHLG-PMU S- Line,B-150,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-9,PHLG-PMU S- Line,B-150,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-10,PHLG-PMU S- Line,B-150,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-11,PHLG-PMU S- Line,B-150,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-12,PHLG-PMU S- Line,B-150,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-13,PHLG-PMU S- Line,B-200,SC,02-03-2020,,28-01-2022,,,,,,,,,,,
21/C-14,PHLG-PMU S- Line,B-175,DC,02-03-2020,04-08-2020,28-01-2022,,,,,,,,,,,
21/C-15,PHLG-PMU S- Line,B-200,DC,28-11-2019,04-08-2020,13-02-2022,,,,,,,,,,,
278/13A,PHLG-PMU S- Line,TTC,SC,28-11-2019,,13-02-2022,,,,,,,,,,,
21/C-16,PHLG-PMU S- Line,B-200,DC,,04-08-2020,,overdue,,,,,,,,,,
278/13B,PHLG-PMU S- Line,TTC,SC,28-11-2019,,,overdue,,,,,,,,,,
21/C-17,PHLG-PMU S- Line,B-200,DC,28-11-2019,04-08-2020,13-02-2022,,,,,,,,,,,
278/15A,PHLG-PMU S- Line,TTC,TC,28-11-2019,,13-02-2022,,,,,,,,,,,
278/19A,PHLG-PMU S- Line,B-200,TC,28-11-2019,27-11-2020,,overdue,,,,,,,,,,
21/C-18,PHLG-PMU S- Line,B-175,DC,,04-08-2020,13-02-2022,,,,,,,,,,,
21/C-19,PHLG-PMU S- Line,B-175,DC,,04-08-2020,,overdue,,,,,,,,,,
278/21A,PHLG-PMU S- Line,B-200,SC,,,,25-05-2022,,,,,,,,,,
278/22A,PHLG-PMU S- Line,TTC,SC,04-05-2019,,,25-05-2022,,,,,,,,,,
278/23A,PHLG-PMU S- Line,B-200,SC,,04-08-2020,,overdue,,,,,,,,,,
278/24,PHLG-PMU S- Line,B-200,TC,28-11-2019,27-08-2020,,20-05-2022,,,,,,,,,,
21/C-20,PHLG-PMU S- Line,B-200,SC,,27-08-2020,,,,,,,,,,,,
278/27,PHLG-PMU S- Line,TTC,DC,,,17-02-2022,,,,,,,,,,,
278/29,PHLG-PMU S- Line,TTC,DC,28-11-2019,,13-02-2022,,,,,,,,,,,
278/33,PHLG-PMU S- Line,TTC,DC,28-11-2019,,14-06-2021,overdue,,,,,,,,,,
278/35,PHLG-PMU S- Line,PORTAL,DC,28-11-2019,,14-06-2021,overdue,,,,,,,,,,
05-Jan,GWH YARD L-2,PORTAL,SC,,27-04-2020,,30-04-2022,,,,,,,,,,
05-Mar,GWH YARD L-2,PORTAL,SC,,08-07-2020,,overdue,,,,,,,,,,
05-May,GWH YARD L-2,PORTAL,SC,,08-07-2020,,overdue,,,,,,,,,,
05-Jul,GWH YARD L-2,PORTAL,SC,,08-07-2020,,overdue,,,,,,,,,,
05-Sep,GWH YARD L-2,PORTAL,SC,,08-07-2020,,overdue,,,,,,,,,,
05-Nov,GWH YARD L-2,PORTAL,SC,,08-07-2020,,18-04-2022,,,,,,,,,,
May-13,GWH YARD L-2,PORTAL,DC,,08-07-2020,,18-04-2022,,,,,,,,,,
05/13A,,,,,,,18-04-2022,,,,,,,,,,
May-15,GWH YARD L-2,PORTAL,DC,,12-07-2020,,overdue,,,,,,,,,,
May-17,GWH YARD L-2,PORTAL,SC,,12-07-2020,,overdue,,,,,,,,,,
May-19,GWH YARD L-2,PORTAL,SC,,29-09-2020,,27-04-2022,,,,,,,,,,
May-21,GWH YARD L-2,TTC,DC,,29-09-2020,,27-04-2022,,,,,,,,,,
May-23,GWH YARD L-2,PORTAL,DC,,29-09-2020,19-04-2021,overdue,,,,,,,,,,
May-27,GWH YARD L-2,TTC,DC,,12-07-2020,,25-04-2022,,,,,,,,,,
May-29,GWH YARD L-2,B-200,DC,,15-04-2020,,25-04-2022,,,,,,,,,,
May-31,GWH YARD L-2,B-200,DC,,14-04-2020,28-08-2021,25-04-2022,,,,,,,,,,
May-33,GWH YARD L-2,B-200,DC,,10-08-2020,,25-04-2022,,,,,,,,,,
May-35,GWH YARD L-2,B-175,DC,,10-08-2020,,overdue,,,,,,,,,,
May-37,GWH YARD L-2,B-175,DC,,10-08-2020,,overdue,,,,,,,,,,
05/24A,GWH YARD L-2,B-200,DC,,15-04-2020,,25-04-2022,,,,,,,,,,
Apr-31,GWH YARD L-2,TTC,SC,,,19-04-2021,,,,,,,,,,,
Apr-33,GWH YARD L-2,TTC,SC,,27-04-2020,,30-04-2022,,,,,,,,,,
Apr-35,GWH YARD L-2,PORTAL,SC,,27-04-2020,,30-04-2022,,,,,,,,,,
Apr-37,GWH YARD L-2,TTC,SC,,27-04-2020,,30-04-2022,,,,,,,,,,
Apr-39,GWH YARD L-2,TTC,SC,,27-04-2020,,30-04-2022,,,,,,,,,,
Apr-43,GWH YARD L-2,TTC,SC,,27-04-2020,,30-04-2022,,,,,,,,,,
05-Feb,GWH YARD L-1,PORTAL,SC,14-01-2020,,26-01-2022,18-04-2022,,,,,,,,,,
05-Apr,GWH YARD L-1,PORTAL,SC,14-01-2020,,26-01-2022,,,,,,,,,,,
05-Jun,GWH YARD L-1,PORTAL,SC,14-01-2020,,26-01-2022,,,,,,,,,,,
05-Aug,GWH YARD L-1,PORTAL,SC,14-01-2020,,26-01-2022,,,,,,,,,,,
05-Oct,GWH YARD L-1,PORTAL,SC,14-01-2020,,26-01-2022,,,,,,,,,,,
05-Dec,GWH YARD L-1,PORTAL,SC,,10-07-2020,26-01-2022,,,,,,,,,,,
May-14,GWH YARD L-1,PORTAL,SC,,10-07-2020,26-01-2022,,,,,,,,,,,
May-16,GWH YARD L-1,PORTAL,SC,,10-07-2020,,overdue,,,,,,,,,,
05/16A,,,,,14-04-2020,,18-04-2022,,,,,,,,,,
05/16B,GWH YARD L-1,B-200,SC,,10-07-2020,30-04-2021,18-04-2022,,,,,,,,,,
May-20,GWH YARD L-1,PORTAL,SC,,10-07-2020,30-04-2021,27-04-2022,,,,,,,,,,
May-22,GWH YARD L-1,PORTAL,DC,,10-07-2020,30-04-2021,overdue,,,,,,,,,,
May-24,GWH YARD L-1,PORTAL,DC,,15-04-2020,30-04-2021,overdue,,,,,,,,,,
05/24B,GWH YARD L-1,TTC,SC,,15-04-2020,30-04-2021,,,,,,,,,,,
May-26,GWH YARD L-1,B-200,DC,,15-04-2020,30-04-2021,overdue,,,,,,,,,,
May-32,GWH YARD L-1,B-175,DC,,10-07-2020,30-04-2021,overdue,,,,,,,,,,
May-34,GWH YARD L-1,B-200,DC,,14-04-2020,30-04-2021,25-04-2022,,,,,,,,,,
May-36,GWH YARD L-1,B-175,DC,,14-04-2020,30-04-2021,overdue,,,,,,,,,,
